,customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer_Feedback,Category,Chatbot Response
419,3900-AQPHZ,Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.9,19.9,Yes,The loan processing time is too long.,,
420,7495-OOKFY,Female,1,Yes,No,8.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,80.65,633.3,Yes,The Debit Card PIN reset process is confusing.,,
421,9367-WXLCH,Male,0,No,No,8.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,84.5,662.65,Yes,My Debit Card frequently gets declined at ATMs.,,
422,3649-JPUGY,Male,0,No,No,72.0,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,88.6,6201.95,No,Can I get a Loan for education?,,
423,9191-MYQKX,Female,0,Yes,No,7.0,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,75.15,496.9,Yes,The ATM withdrawal limit is too low.,,
424,2985-JUUBZ,Male,0,Yes,Yes,40.0,Yes,Yes,general loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,74.55,3015.75,No,The online banking customer support is very helpful.,,
425,5192-EBGOV,Female,1,No,No,1.0,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,85.7,85.7,Yes,The loan disbursement process is very slow.,,
426,5791-KAJFD,Female,0,Yes,Yes,56.0,Yes,Yes,general loan,Yes,No,Yes,No,No,Yes,One year,Yes,68.75,3808,No,The customer service for Debit Cards is very helpful.,,
427,4115-BNPJY,Male,0,Yes,Yes,29.0,Yes,No,general loan,No,No,Yes,Yes,Yes,Yes,Two year,No,75.55,2054.4,No,The Savings Account opening process is very easy.,,
428,5686-CMAWK,Male,0,No,No,17.0,Yes,Yes,top up loan,No,No,Yes,Yes,No,No,One year,No,86.75,1410.25,No,The Savings Account minimum balance requirement is very low.,,
429,7301-ABVAD,Female,0,No,No,72.0,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,86.6,6350.5,No,The Credit Card complimentary insurance is very good.,,
430,3003-CMDUU,Female,0,Yes,No,25.0,Yes,No,top up loan,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,95.15,2395.7,No,Can I request a bank statement online?,,
431,4312-KFRXN,Male,0,Yes,No,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.4,1710.9,No,The customer support for Credit Card issues is very responsive.,,
432,4686-GEFRM,Male,0,Yes,No,70.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,No,Yes,Two year,Yes,98.7,6858.9,No,How do I change my Savings Account nominee?,,
433,7838-LAZFO,Male,0,Yes,No,45.0,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,One year,No,78.8,3597.5,No,I faced difficulty in getting my Credit Card activated.,,
434,9574-BOSMD,Male,0,Yes,Yes,68.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.4,1620.2,No,The cashback offers on Credit Cards are very attractive.,,
435,4374-YMUSQ,Male,0,No,No,34.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,116.25,3899.05,No,How do I get a Current Account statement by ATM?,,
436,5605-IYGFG,Female,0,No,No,7.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,69.85,515.45,No,I forgot my Debit Card PIN.,,
437,6952-OMNWB,Male,1,Yes,No,68.0,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,80.35,5589.3,No,The Current Account mobile app is very user-friendly.,,
438,4908-XAXAY,Female,1,No,No,49.0,Yes,No,top up loan,No,Yes,Yes,No,No,Yes,One year,Yes,89.85,4287.2,No,The interest rates on my Savings Account are too low.,,
439,1589-AGTLK,Male,0,No,No,3.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,45.35,141.5,Yes,The loan application process is very complicated.,,
440,6680-WKXRZ,Female,0,No,No,3.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,No,74.4,215.8,Yes,The Debit Card PIN reset process is very confusing.,,
441,2817-NTQDO,Male,0,No,No,13.0,No,No,general loan,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,45.55,597,Yes,The loan interest rates are not competitive.,,
442,6341-JVQGF,Female,0,Yes,Yes,31.0,Yes,No,general loan,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,81.15,2545.75,No,The Credit Card travel benefits are very good.,,
443,3645-DEYGF,Male,0,No,Yes,1.0,Yes,,No,No,No,No,No,No,No,Month-to-month,No,20.75,20.75,No,The fixed deposit maturity process is very efficient.,,
444,2424-WVHPL,Male,1,No,No,1.0,Yes,No,top up loan,No,No,No,Yes,No,No,Month-to-month,No,74.7,74.7,No,The loan tenure options are very flexible.,,
445,4360-PNRQB,Male,0,No,No,18.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,75.6,1395.05,No,How do I open a joint Savings Account?,,
446,0379-DJQHR,Male,0,Yes,Yes,67.0,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Two year,No,81.35,5398.6,No,The online banking system is often down.,,
447,5076-YVXCM,Male,0,No,No,51.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,83.4,4149.45,No,I faced several issues while transferring money from my Current Account.,,
448,0221-WMXNQ,Male,1,No,No,4.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,No,75.35,273.4,No,The Credit Card travel benefits are very good.,,
449,4678-DVQEO,Female,0,No,No,1.0,Yes,No,general loan,No,No,No,Yes,No,No,Month-to-month,Yes,52.2,52.2,Yes,The Debit Card is not accepted at many places.,,
450,0795-LAFGP,Male,0,Yes,Yes,71.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,90.4,6668.05,No,Can I get a checkbook for my Current Account?,,
451,0278-YXOOG,Male,0,No,No,5.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,21.05,113.85,Yes,The Debit Card delivery is delayed.,,
452,0623-IIHUG,Female,1,No,No,21.0,No,No,general loan,Yes,No,No,No,Yes,No,Month-to-month,Yes,41.9,840.1,Yes,The Current Account customer service is very poor.,,
453,6030-REHUX,Female,1,Yes,No,28.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,110.85,3204.4,No,What are the daily withdrawal limits for Debit Cards?,,
454,9244-ZVAPM,Male,0,No,No,1.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.6,45.6,No,The online application process for Credit Cards is very easy.,,
455,9101-BWFSS,Female,0,Yes,No,50.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,Yes,One year,No,108.55,5610.7,Yes,The fixed deposit rates are not competitive.,,
456,0719-SYFRB,Female,0,No,No,12.0,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,61.65,713.75,Yes,The Savings Account minimum balance requirement is too high.,,
457,8338-QIUNR,Male,0,Yes,Yes,72.0,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Two year,Yes,66.5,4811.6,No,The process of getting a new Debit Card is very tedious.,,
458,1297-VQDRP,Male,1,Yes,Yes,68.0,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,One year,Yes,107.15,7379.8,No,What are the interest rates for personal loans?,,
459,6103-BOCOU,Female,0,No,No,26.0,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,80.7,2193,No,The branch does not have enough staff.,,
460,2024-BASKD,Female,0,No,No,1.0,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,74.6,74.6,Yes,The mobile banking app does not have enough features.,,
461,5275-PMFUT,Male,0,Yes,Yes,72.0,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,64.8,4719.75,No,The customer support for Credit Cards is very unresponsive.,,
462,5845-BZZIB,Male,0,Yes,Yes,35.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.1,655.3,No,The loan approval process is too slow and cumbersome.,,
463,0513-RBGPE,Male,0,Yes,Yes,37.0,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Two year,Yes,62.8,2278.75,No,The Credit Card cashback offers are very good.,,
464,5146-CBVOE,Female,0,No,No,16.0,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,No,75.1,1212.85,No,The Debit Card delivery is very delayed.,,
465,6778-JFCMK,Male,0,No,No,24.0,No,No,general loan,Yes,No,No,No,Yes,Yes,One year,Yes,50.6,1288.75,No,The Current Account management is very convenient.,,
466,8823-RLPWL,Female,0,Yes,No,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,110.65,8065.65,No,The ATM near my house is always out of cash.,,
467,4250-WAROZ,Male,1,Yes,Yes,60.0,Yes,Yes,top up loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,93.25,5774.55,No,I am not satisfied with the customer support for Credit Card issues.,,
468,1216-JWVUX,Male,0,Yes,Yes,25.0,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,75.5,1901.05,No,The replacement process for lost Debit Cards is very efficient.,,
469,7123-WQUHX,Male,0,No,No,38.0,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,No,One year,No,95.0,3605.6,No,The customer service representatives for Credit Cards are very polite.,,
470,7695-PKLCZ,Female,0,No,No,68.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.5,1424.9,No,The bank's website is very difficult to navigate.,,
471,6905-NIQIN,Male,0,No,No,1.0,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,50.65,50.65,Yes,The Credit Card billing process is confusing.,,
472,5240-CAOYT,Female,0,No,No,57.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,87.55,4884.85,No,Can I use my Debit Card for recurring payments?,,
473,4895-TMWIR,Male,1,Yes,No,11.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.95,214.75,Yes,The ATM is often out of service.,,
474,4709-LKHYG,Female,0,Yes,Yes,29.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.0,540.05,No,The Current Account statement is very easy to access.,,
475,8645-KWHJO,Male,0,No,No,14.0,No,No,general loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,55.0,771.95,No,The online banking customer support is very helpful.,,
476,9408-SSNVZ,Female,0,No,No,4.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.15,268.35,Yes,The loan interest rates are too high.,,
477,7969-FFOWG,Male,0,Yes,Yes,65.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.9,1292.6,No,The Credit Card fraud detection system works very well.,,
478,9411-TPQQV,Female,0,No,No,40.0,No,No,general loan,Yes,No,No,Yes,Yes,Yes,One year,Yes,54.55,2236.2,No,The Current Account balance alerts are very helpful.,,
479,4883-KCPZJ,Female,0,Yes,Yes,22.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.25,555.4,No,The Debit Card activation process is very slow.,,
480,6916-HIJSE,Female,0,No,No,65.0,Yes,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,84.85,5459.2,No,The Debit Card issuance process is very slow.,,
481,7233-PAHHL,Male,0,Yes,Yes,66.0,Yes,Yes,general loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,84.0,5714.25,No,The bank's fraud protection services are very effective.,,
482,4959-JOSRX,Female,0,Yes,No,2.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,44.6,80.55,Yes,The customer support for Credit Cards is very unresponsive.,,
483,4134-BSXLX,Male,0,Yes,No,28.0,Yes,No,general loan,Yes,Yes,No,Yes,No,No,Month-to-month,No,60.9,1785.65,No,How do I get a Savings Account statement by ATM?,,
484,2469-DTSGX,Female,1,No,No,72.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,111.65,7943.45,No,Can I get a passbook for my Savings Account?,,
485,4723-BEGSG,Male,0,Yes,No,72.0,Yes,Yes,general loan,Yes,No,Yes,Yes,Yes,Yes,Two year,No,86.65,6094.25,No,How do I add a nominee to my Savings Account?,,
486,3224-DFQNQ,Female,0,Yes,No,66.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,No,No,One year,No,89.0,5898.6,No,The minimum balance requirement for Current Accounts is too high.,,
487,7564-GHCVB,Female,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,No,No,No,No,No,Two year,No,79.05,5730.7,No,The loan officers are very knowledgeable and helpful.,,
488,5709-LVOEQ,Female,0,Yes,Yes,0.0,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Two year,No,80.85, ,No,The mobile banking app does not have biometric login.,,
489,6543-CPZMK,Male,0,Yes,Yes,9.0,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,29.95,248.95,Yes,The online banking system is often down.,,
490,5099-BAILX,Male,1,Yes,Yes,43.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,110.75,4687.9,Yes,The Current Account maintenance charges are too high.,,
491,8204-YJCLA,Male,1,Yes,Yes,72.0,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,64.8,4732.35,No,The Current Account management is very convenient.,,
492,8207-DMRVL,Male,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,114.55,8306.05,No,How do I change my Current Account type?,,
493,4289-DTDKW,Male,0,Yes,No,40.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,101.3,4113.1,Yes,The mobile banking app does not support multiple accounts.,,
494,0036-IHMOT,Female,0,Yes,Yes,55.0,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,103.7,5656.75,No,The ATM fees are too high.,,
495,0526-SXDJP,Male,0,Yes,No,72.0,No,No,general loan,Yes,Yes,Yes,No,No,No,Two year,No,42.1,2962,No,The customer support for Credit Card issues is very responsive.,,
496,6745-JEFZB,Male,0,Yes,No,35.0,Yes,Yes,top up loan,No,No,No,Yes,Yes,No,Month-to-month,Yes,91.5,3236.35,No,The online banking customer support is very helpful.,,
497,5842-POCOP,Female,0,Yes,No,5.0,Yes,No,top up loan,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,88.9,454.15,Yes,The branch is always very crowded.,,
498,6234-RAAPL,Female,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,No,Two year,No,99.9,7251.7,No,I am pleased with the online banking customer support.,Online Banking,
499,7975-TZMLR,Male,0,No,No,47.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,103.1,4889.3,No,The branch is always crowded.,,
500,5433-KYGHE,Female,0,No,Yes,14.0,Yes,Yes,top up loan,Yes,No,No,Yes,No,No,Month-to-month,Yes,86.0,1164.05,No,"The Current Account services are excellent, especially for business transactions.",,
501,2070-FNEXE,Female,1,No,No,7.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,No,76.45,503.6,Yes,The process of opening a Current Account took too long.,,
502,3583-KRKMD,Male,0,No,No,18.0,Yes,No,top up loan,No,No,No,Yes,No,No,Month-to-month,Yes,75.9,1373.05,No,The Credit Card travel benefits are very good.,,
503,4091-TVOCN,Male,0,No,Yes,48.0,Yes,Yes,general loan,Yes,No,Yes,No,Yes,Yes,One year,Yes,78.75,3682.45,No,The Current Account management is very convenient.,,
504,5609-CEBID,Female,1,No,No,20.0,Yes,Yes,top up loan,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,94.1,1782.4,Yes,The loan disbursement process is very slow.,,
505,9904-EHEVJ,Female,1,Yes,Yes,32.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,No,Month-to-month,Yes,91.35,2896.55,No,The branch is not accessible for disabled customers.,,
506,1029-QFBEN,Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.55,19.55,Yes,The loan interest rates are not competitive.,,
507,0454-OKRCT,Male,0,No,No,33.0,Yes,No,top up loan,No,Yes,No,Yes,No,No,Two year,No,80.6,2651.1,No,The loan processing time is too long.,,
508,6827-IEAUQ,Female,0,Yes,Yes,27.0,Yes,No,general loan,Yes,Yes,Yes,Yes,No,No,One year,No,66.15,1874.45,No,I am happy with the fixed deposit interest rates.,Fixed Deposit,
509,8165-ZJRNM,Female,0,Yes,Yes,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,23.75,1679.25,No,The Savings Account interest rates are too low.,,
510,0742-MOABM,Male,0,Yes,No,4.0,Yes,No,general loan,No,No,No,Yes,No,No,Month-to-month,No,50.05,179.35,Yes,The bank's customer service is not helpful at all.,,
511,3509-GWQGF,Male,1,No,No,24.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.0,1732.6,No,My Debit Card frequently gets declined at ATMs.,,
512,5229-DTFYB,Female,0,No,No,41.0,Yes,No,top up loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,98.8,3959.15,No,The Savings Account minimum balance requirement is very low.,,
513,4234-XTNEA,Male,0,No,No,2.0,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,79.95,174.45,No,The delivery of the Debit Card was faster than expected.,,
514,5644-PDMZC,Female,1,No,No,2.0,Yes,Yes,top up loan,No,Yes,No,No,No,Yes,Month-to-month,No,89.5,161.5,Yes,The loan documentation process is very cumbersome.,,
515,0229-LFJAF,Male,0,No,No,72.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,No,No,Two year,No,69.65,4908.25,No,The branch is always crowded and slow.,,
516,6366-ZGQGL,Male,0,No,No,1.0,No,No,general loan,No,No,No,No,No,No,Month-to-month,No,24.8,24.8,Yes,The Current Account overdraft fees are exorbitant.,,
517,7601-GNDYK,Male,0,Yes,Yes,35.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.6,686.95,No,How do I apply for a new Credit Card?,,
518,9650-VBUOG,Male,0,Yes,Yes,38.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.05,963.95,No,The loan prepayment charges are too high.,,
519,2865-TCHJW,Female,1,No,No,4.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,No,Month-to-month,Yes,89.2,346.2,Yes,The branch is not accessible for disabled customers.,,
520,6797-UCJHZ,Female,1,Yes,No,66.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,No,104.6,6819.45,No,How do I link my Savings Account to my mobile number?,,
521,0219-YTZUE,Male,0,Yes,Yes,4.0,Yes,Yes,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,84.8,371.9,Yes,I was charged an incorrect fee on my Savings Account.,,
522,1285-OKIPP,Male,0,No,No,1.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,No,79.9,79.9,Yes,The Current Account charges are too high.,,
523,7100-FQPRV,Male,0,Yes,Yes,43.0,Yes,Yes,general loan,Yes,No,No,Yes,No,Yes,One year,Yes,71.9,3173.35,No,The Credit Card rewards program is excellent.,,
524,5175-WLYXL,Male,0,No,No,22.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,78.85,1600.25,No,The loan interest rates are very competitive.,,
525,6259-WJQLC,Male,1,No,No,32.0,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,81.1,2619.25,No,The Savings Account service charges are too high.,,
526,7795-CFOCW,Male,0,No,No,45.0,No,No,general loan,Yes,No,Yes,Yes,No,No,One year,No,42.3,1840.75,No,I appreciate the low fees on my Savings Account.,Savings Account,
527,2977-CEBSX,Female,0,No,No,66.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,90.05,5965.95,No,What are the interest rates for Home Loans?,,
528,9498-FIMXL,Female,0,No,No,8.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,19.2,161.95,No,The Savings Account opening process was very smooth.,,
529,5337-IIWKZ,Male,0,Yes,Yes,34.0,No,No,general loan,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,44.85,1442.6,No,The Debit Card PIN reset process is confusing.,,
530,8111-BKVDS,Female,0,No,No,10.0,No,No,general loan,Yes,Yes,Yes,No,No,No,Month-to-month,No,40.7,449.3,No,My Credit Card statement has an error.,,
531,3318-ISQFQ,Female,0,No,No,20.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,19.5,413,No,The mobile banking app does not support my device.,,
532,9774-NRNAU,Male,1,Yes,No,27.0,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,84.8,2309.55,No,How do I apply for a Personal Loan?,,
533,4676-MQUEA,Male,1,Yes,No,50.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,No,One year,Yes,101.9,5265.5,No,The Current Account mobile app is very user-friendly.,,
534,8224-IVVPA,Female,0,No,No,27.0,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,56.7,1652.95,No,The cashback offers on Credit Cards are very attractive.,,
535,3351-NGXYI,Female,1,No,No,16.0,Yes,Yes,general loan,Yes,No,No,No,No,No,Month-to-month,Yes,54.1,889,No,The fixed deposit maturity process is very smooth.,,
536,6207-WIOLX,Female,0,Yes,Yes,25.0,No,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,58.6,1502.65,Yes,The branch does not have enough seating.,,
537,3973-SKMLN,Male,0,No,No,71.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.9,1355.1,No,The Credit Card travel benefits are very good.,,
538,0486-LGCCH,Male,0,Yes,Yes,11.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.65,225.75,No,What is the eligibility for a Home Loan?,,
539,4412-YLTKF,Female,1,No,No,27.0,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,78.05,2135.5,Yes,The loan interest rates are not competitive.,,
540,0851-DFJKB,Female,0,No,No,15.0,Yes,No,general loan,Yes,No,Yes,Yes,No,No,Month-to-month,No,58.95,955.15,No,The Debit Card delivery is very delayed.,,
541,4572-DVCGN,Female,0,No,No,10.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,80.25,846,Yes,The online banking system is often down.,,
542,5697-GOMBF,Female,1,Yes,Yes,28.0,No,No,general loan,No,No,No,No,Yes,No,Month-to-month,Yes,35.9,973.65,No,The loan customer service is very helpful.,,
543,7018-WBJNK,Male,0,No,Yes,13.0,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,78.3,1033.95,No,The Savings Account interest rates are very attractive.,,
544,8100-PNJMH,Male,0,Yes,Yes,68.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,88.85,6132.7,No,The Current Account charges are too high.,,
545,1106-HRLKZ,Male,0,Yes,Yes,40.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.6,808.95,No,The online banking system is often down.,,
546,4629-NRXKX,Female,0,Yes,Yes,2.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.4,147.15,Yes,I was charged a fee for closing my Savings Account.,,
547,3956-CJUST,Female,1,No,No,23.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,75.4,1643.55,No,The Debit Card activation process is very slow.,,
548,5948-UJZLF,Male,0,No,No,2.0,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,49.25,97,No,I am satisfied with the easy online access to my Savings Account.,Savings Account,
549,7294-TMAOP,Female,0,No,No,1.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,No,90.55,90.55,Yes,The branch is always very crowded.,,
550,0191-ZHSKZ,Male,1,No,No,30.0,Yes,,general loan,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,74.75,2111.3,No,The bank's security measures are very reassuring.,,
551,7982-VCELR,Female,0,No,No,36.0,Yes,No,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,94.8,3565.65,No,The Credit Card customer service is very responsive.,,
552,0297-RBCSG,Male,0,No,No,19.0,Yes,No,general loan,No,Yes,No,Yes,No,Yes,One year,Yes,65.35,1231.85,No,The Savings Account interest rates are too low.,,
553,1996-DBMUS,Female,1,Yes,No,48.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.65,3545.05,No,I need a replacement for my lost Debit Card.,,
554,4332-MUOEZ,Male,1,Yes,Yes,20.0,Yes,No,top up loan,Yes,No,Yes,Yes,No,Yes,One year,No,94.3,1818.3,No,What is the processing time for a Loan?,,
555,3780-DDGSE,Male,1,Yes,Yes,35.0,Yes,No,general loan,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,76.05,2747.2,No,How do I get a Current Account statement by email?,,
556,4671-VJLCL,Female,0,No,No,63.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,79.85,4861.45,No,I am happy with the complimentary insurance on my Credit Card.,Credit Card,
557,6614-FHDBO,Male,0,No,No,72.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,109.2,7878.3,No,The online banking interface is very user-friendly.,,
558,0224-RLWWD,Female,1,No,No,2.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,44.3,89.3,No,I need to check my Current Account balance.,,
559,5016-IBERQ,Male,0,Yes,No,23.0,Yes,Yes,top up loan,No,Yes,Yes,No,No,No,Month-to-month,No,84.25,1968.1,No,The bank's fraud protection services are very effective.,,
560,9680-NIAUV,Female,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,Two year,No,109.7,8129.3,No,The mobile banking app is very user-friendly.,,
561,7825-ECJRF,Female,0,No,No,19.0,Yes,No,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,106.6,1934.45,Yes,I faced difficulty in getting my Credit Card activated.,,
562,3580-HYCSP,Male,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,110.3,7966.9,No,Can I increase the limit on my Credit Card?,,
563,4315-MURBD,Female,0,No,No,12.0,Yes,No,top up loan,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,98.9,1120.95,Yes,The branch is always very crowded.,,
564,4718-DHSMV,Female,0,No,No,11.0,No,No,general loan,No,No,No,No,Yes,No,Month-to-month,Yes,35.8,363.15,No,The process of changing my Debit Card PIN was very simple.,,
565,7595-EHCDL,Male,0,Yes,Yes,32.0,No,No,general loan,No,No,Yes,No,Yes,Yes,Month-to-month,No,50.6,1653.45,No,The Savings Account mobile banking app is very convenient.,,
566,7606-BPHHN,Male,0,No,No,72.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.8,1468.75,No,My Debit Card was swallowed by the ATM.,,
567,5650-VDUDS,Female,0,No,No,4.0,No,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,24.25,96.05,Yes,The branch is not accessible for disabled customers.,,
568,8847-GEOOQ,Male,0,Yes,No,60.0,No,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,60.2,3582.4,No,How do I get a passbook for my Savings Account?,,
569,1480-BKXGA,Male,1,Yes,No,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,116.05,8404.9,No,What is the maximum tenure for a Personal Loan?,,
